LS0	-47.0	79.0	184.0	90.0	30.00	0.0
LS1	-87.0	31.0	188.0	90.0	60.00	0.0
LS2	47.0	79.0	184.0	90.0	-30.0	0.0
LS3	87.0	31.0	188.0	90.0	-60.0	0.0
LS4	0.00	0.00	200.0	0.00	0.00	0.0
