LS0	92.0	32.0	189.0	90.0	-60.0	0.0	67.89	18.145	118.07	47.05
LS1	48.0	81.0	185.7	90.0	-30.0	0.0	34.045	56.9	63.05	107.07
LS2	-48.0	81.0	185.7	90.0	30.00	0.0	-34.145	56.9	-63.05	107.07
LS3	-92.0	32.0	189.0	90.0	60.00	0.0	-67.89	18.145	-118.07	47.05


	
